,scientificName,redlistCategory,populationTrend
13844,Risiocnemis corbeti,Endangered,Decreasing
13845,Risiocnemis gracilis,Endangered,Decreasing
13846,Risiocnemis hamalaineni,Endangered,Decreasing
13847,Risiocnemis kiautai,Vulnerable,Decreasing
13848,Risiocnemis laguna,Critically Endangered,Decreasing
13849,Risiocnemis moroensis,Endangered,Decreasing
13850,Risiocnemis rolandmuelleri,Vulnerable,Decreasing
13851,Drepanosticta acuta,Endangered,Decreasing
13852,Drepanosticta aries,Vulnerable,Decreasing
13853,Drepanosticta aurita,Endangered,Decreasing
13854,Drepanosticta belyshevi,Endangered,Decreasing
13855,Drepanosticta clados,Endangered,Decreasing
13856,Drepanosticta furcata,Critically Endangered,Decreasing
13857,Drepanosticta halterata,Vulnerable,Decreasing
13858,Drepanosticta hamalaineni,Endangered,Decreasing
13859,Drepanosticta hermes,Endangered,Decreasing
13860,Drepanosticta leonardi,Endangered,Decreasing
13861,Drepanosticta lestoides,Vulnerable,Decreasing
13862,Drepanosticta lymetta,Endangered,Decreasing
13863,Drepanosticta makilingia,Critically Endangered,Decreasing
13864,Drepanosticta malleus,Endangered,Decreasing
13865,Drepanosticta megametta,Endangered,Decreasing
13866,Drepanosticta moorei,Endangered,Decreasing
13867,Drepanosticta myzouris,Endangered,Decreasing
13868,Drepanosticta philippa,Endangered,Decreasing
13869,Drepanosticta pistor,Endangered,Decreasing
13870,Drepanosticta quadricornu,Vulnerable,Decreasing
13871,Drepanosticta sugbo,Critically Endangered,Decreasing
13872,Drepanosticta taurus,Endangered,Decreasing
13873,Drepanosticta trachelocele,Endangered,Unknown
13874,Drepanosticta trimaculata,Critically Endangered,Decreasing
13875,Drepanosticta wildermuthi,Endangered,Decreasing
13876,Protosticta lepteca,Endangered,Decreasing
13877,Sulcosticta pallida,Endangered,Decreasing
13878,Sulcosticta sierramadrensis,Endangered,Decreasing
13879,Sulcosticta vantoli,Endangered,Decreasing
13880,Sulcosticta viticula,Critically Endangered,Decreasing
13881,Macromidia asahinai,Endangered,Decreasing
13882,Duellmanohyla soralia,Endangered,Decreasing
13883,Hemicycla modesta,Critically Endangered,Decreasing
13884,Craugastor charadra,Vulnerable,Unknown
13885,Nototriton brodiei,Endangered,Decreasing
13886,Ptychohyla hypomykter,Vulnerable,Decreasing
13887,Cryptotriton nasalis,Endangered,Unknown
13888,Calamonastides bensoni,Vulnerable,Decreasing
13889,Mortonagrion amoenum,Vulnerable,Decreasing
13890,Diplacina persephone,Vulnerable,Decreasing
13891,Drepanosticta emtrai,Endangered,Decreasing
13892,Papuagrion corruptum,Vulnerable,Unknown
13893,Nothobranchius taiti,Endangered,Unknown
13894,Papuagrion laminatum,Vulnerable,Decreasing
13895,Teinobasis alternans,Vulnerable,Decreasing
13896,Orientogomphus aemulus,Vulnerable,Decreasing
13897,Calicnemia rectangulata,Vulnerable,Decreasing
13898,Coeliccia sameerae,Vulnerable,Decreasing
13899,Parambassis altipinnis,Critically Endangered,Unknown
13900,Tetracentrum caudovittatus,Critically Endangered,Unknown
13901,Craterocephalus kailolae,Critically Endangered,Unknown
13902,Craterocephalus lacustris,Endangered,Decreasing
13903,Mogurnda furva,Critically Endangered,Decreasing
13904,Mogurnda lineata,Endangered,Unknown
13905,Mogurnda orientalis,Endangered,Unknown
13906,Mogurnda spilota,Critically Endangered,Decreasing
13907,Mogurnda variegata,Critically Endangered,Decreasing
13908,Mogurnda vitta,Critically Endangered,Decreasing
13909,Oxyeleotris wisselensis,Endangered,Unknown
13910,Glossogobius hoesei,Endangered,Unknown
13911,Pteronemobius bagua,Vulnerable,Unknown
13912,Aspatharia pangallensis,Vulnerable,Decreasing
13913,Aspatharia rochebrunei,Vulnerable,Decreasing
13914,Coelatura essoensis,Critically Endangered,Decreasing
13915,Pleiodon ovatus,Critically Endangered,Decreasing
13916,Chilatherina alleni,Vulnerable,Unknown
13917,Chilatherina axelrodi,Endangered,Unknown
13918,Chilatherina bleheri,Endangered,Unknown
13919,Chilatherina sentaniensis,Critically Endangered,Stable
13920,Glossolepis incisus,Endangered,Stable
13921,Glossolepis maculosus,Endangered,Unknown
13922,Glossolepis pseudoincisus,Vulnerable,Stable
13923,Glossolepis ramuensis,Vulnerable,Unknown
13924,Glossolepis wanamensis,Critically Endangered,Unknown
13925,Melanotaenia ajamaruensis,Critically Endangered,Decreasing
13926,Melanotaenia boesemani,Endangered,Decreasing
13927,Melanotaenia corona,Critically Endangered,Unknown
13928,Melanotaenia herbertaxelrodi,Vulnerable,Unknown
13929,Melanotaenia iris,Vulnerable,Stable
13930,Melanotaenia lacustris,Endangered,Decreasing
13931,Melanotaenia maylandi,Vulnerable,Unknown
13932,Melanotaenia ogilbyi,Vulnerable,Decreasing
13933,Melanotaenia oktediensis,Critically Endangered,Decreasing
13934,Melanotaenia papuae,Vulnerable,Unknown
13935,Melanotaenia parva,Critically Endangered,Decreasing
13936,Melanotaenia sexlineata,Endangered,Decreasing
13937,Melanotaenia arfakensis,Endangered,Stable
13938,Oloplotosus torobo,Endangered,Decreasing
13939,Kiunga ballochi,Endangered,Decreasing
13940,Pseudomugil connieae,Endangered,Decreasing
13941,Pseudomugil paskai,Critically Endangered,Decreasing
13942,Hephaestus adamsoni,Critically Endangered,Decreasing
13943,Hephaestus obtusifrons,Vulnerable,Unknown
13944,Hephaestus trimaculatus,Vulnerable,Unknown
13945,Caridina samar,Vulnerable,Unknown
13946,Caridina boholensis,Vulnerable,Unknown
13947,Caridina guangxiensis,Vulnerable,Unknown
13948,Caridina feixiana,Vulnerable,Unknown
13949,Caridina anislaq,Vulnerable,Unknown
13950,Caridina dianchiensis,Vulnerable,Unknown
13951,Caridina ablepsia,Vulnerable,Unknown
13952,Caridina mindanao,Endangered,Unknown
13953,Caridina leclerci,Vulnerable,Unknown
13954,Macrobrachium naso,Endangered,Unknown
13955,Typhlocaridina semityphlata,Vulnerable,Unknown
13956,Caridina camaro,Vulnerable,Unknown
13957,Caridina semiblepsia,Vulnerable,Unknown
13958,Edoneus sketi,Vulnerable,Unknown
13959,Parisia deharvengi,Vulnerable,Unknown
13960,Macrobrachium oxyphilus,Critically Endangered,Unknown
13961,Caridina gortio,Vulnerable,Unknown
13962,Typhlocaridina lanceifrons,Vulnerable,Unknown
13963,Neocaridina brevidactyla,Vulnerable,Unknown
13964,Marosina brevirostris,Vulnerable,Unknown
13965,Macrobrachium lingyunense,Vulnerable,Unknown
13966,Potamalpheops amnicus,Endangered,Unknown
13967,Edoneus marulas,Vulnerable,Unknown
13968,Caridina annandalei,Endangered,Unknown
13969,Typhlocaridina liui,Vulnerable,Unknown
13970,Edoneus atheatus,Critically Endangered,Unknown
13971,Caridina caverna,Vulnerable,Unknown
13972,Caridina valencia,Vulnerable,Unknown
13973,Caridina minidentata,Vulnerable,Unknown
13974,Caridina batuan,Vulnerable,Unknown
13975,Edoneus erwini,Vulnerable,Unknown
13976,Marosina longirostris,Vulnerable,Unknown
13977,Caridina acuta,Vulnerable,Unknown
13978,Parisia macrophora,Vulnerable,Unknown
13979,Caridina demenica,Vulnerable,Unknown
13980,Caridina cavernicola,Vulnerable,Unknown
13981,Caridina mengae,Vulnerable,Unknown
13982,Olisthopus inclavatus,Critically Endangered,Decreasing
13983,Melligomphus guangdongensis,Vulnerable,Unknown
13984,Oreochromis karongae,Critically Endangered,Decreasing
13985,Oreochromis squamipinnis,Critically Endangered,Decreasing
13986,Chindongo saulosi,Critically Endangered,Decreasing
13987,Labidochromis zebroides,Endangered,Unknown
13988,Melanochromis lepidiadaptes,Critically Endangered,Decreasing
13989,Nyassachromis breviceps,Critically Endangered,Decreasing
13990,Placidochromis phenochilus,Endangered,Decreasing
13991,Pseudotropheus brevis,Endangered,Decreasing
13992,Trematocranus microstoma,Endangered,Decreasing
13993,Nyassachromis boadzulu,Endangered,Decreasing
13994,Corematodus shiranus,Critically Endangered,Decreasing
13995,Cyrtocara moorii,Vulnerable,Decreasing
13996,Otopharynx pachycheilus,Vulnerable,Unknown
13997,Mchenga conophoros,Critically Endangered,Decreasing
13998,Aulonocara baenschi,Critically Endangered,Decreasing
13999,Aulonocara maylandi,Critically Endangered,Decreasing
14000,Aulonocara kandeense,Critically Endangered,Stable
14001,Melanochromis chipokae,Critically Endangered,Decreasing
14002,Pseudotropheus cyaneorhabdos,Critically Endangered,Decreasing
14003,Chindongo demasoni,Vulnerable,Unknown
14004,Metriaclima flavicauda,Vulnerable,Stable
14005,Metriaclima usisyae,Critically Endangered,Unknown
14006,Metriaclima koningsi,Critically Endangered,Decreasing
14007,Brachypelma baumgarteni,Endangered,Decreasing
14008,Brachypelma boehmei,Endangered,Decreasing
14009,Brachypelma hamorii,Vulnerable,Decreasing
14010,Brachypelma schroederi,Endangered,Decreasing
14011,Labeo mesops,Critically Endangered,Decreasing
14012,Cynotilapia chilundu,Vulnerable,Stable
14013,Vireo caribaeus,Vulnerable,Stable
14014,Agdistis cambriana,Endangered,Unknown
14015,Campsicnemus flavissimus,Endangered,Decreasing
14016,Glyphipterix semilunaris,Vulnerable,Unknown
14017,Helenoscoparia helenensis,Endangered,Unknown
14018,Helenoscoparia scintillulalis,Endangered,Decreasing
14019,Longitarsus mellissi,Critically Endangered,Unknown
14020,Tarphiophasis leleupi,Critically Endangered,Decreasing
14021,Amphilophus zaliosus,Critically Endangered,Decreasing
14022,Atherinella guija,Vulnerable,Unknown
14023,Carlana eigenmanni,Vulnerable,Unknown
14024,Eretmobrycon terrabensis,Vulnerable,Unknown
14025,Lebiasina boruca,Vulnerable,Unknown
14026,Eretmobrycon gonzalezi,Endangered,Unknown
14027,Hyphessobrycon savagei,Vulnerable,Unknown
14028,Brycon obscurus,Vulnerable,Unknown
14029,Astyanax kompi,Critically Endangered,Unknown
14030,Temnostoma sericomyiaeforme,Vulnerable,Decreasing
14031,Callicera macquarti,Endangered,Decreasing
14032,Palumbia bellierii,Endangered,Decreasing
14033,Pelecocera nigricornis,Endangered,Unknown
14034,Gavialis gangeticus,Critically Endangered,Increasing
14035,Hyphessobrycon panamensis,Vulnerable,Unknown
14036,Eretmobrycon bayano,Vulnerable,Unknown
14037,Odontostilbe mitoptera,Vulnerable,Unknown
14038,Nothophryne inagoensis,Endangered,Decreasing
14039,Nothophryne ribauensis,Endangered,Decreasing
14040,Eviota aquila,Endangered,Unknown
14041,Scutiger wanglangensis,Vulnerable,Decreasing
14042,Todiramphus godeffroyi,Critically Endangered,Decreasing
14043,Acrocephalus aequinoctialis,Endangered,Decreasing
14044,Hynobius abuensis,Endangered,Decreasing
14045,Hynobius akiensis,Endangered,Decreasing
14046,Hynobius fossigenus,Vulnerable,Decreasing
14047,Hynobius iwami,Endangered,Decreasing
14048,Hynobius oyamai,Vulnerable,Decreasing
14049,Hynobius sematonotos,Vulnerable,Decreasing
14050,Hynobius setoi,Endangered,Decreasing
14051,Hynobius tosashimizuensis,Critically Endangered,Stable
14052,Hynobius utsunomiyaorum,Vulnerable,Decreasing
14053,Hynobius vandenburghi,Vulnerable,Decreasing
14054,Hynobius naevius,Endangered,Decreasing
14055,Hynobius dunni,Vulnerable,Decreasing
14056,Charadrahyla sakbah,Endangered,Unknown
14057,Nymphargus manduriacu,Critically Endangered,Unknown
14058,Hyperolius thomensis,Endangered,Decreasing
14059,Rhampholeon bruessoworum,Critically Endangered,Decreasing
14060,Rhampholeon gorongosae,Endangered,Decreasing
14061,Rhampholeon nebulauctor,Vulnerable,Stable
14062,Rhampholeon tilburyi,Endangered,Decreasing
14063,Leptopelis palmatus,Endangered,Decreasing
14064,Tachypleus tridentatus,Endangered,Decreasing
14065,Ptychadena newtoni,Endangered,Decreasing
14066,Amblyeleotris neglecta,Endangered,Unknown
14067,Eviota pamae,Vulnerable,Unknown
14068,Cornufer wolfi,Vulnerable,Decreasing
14069,Hyloscirtus japreria,Endangered,Decreasing
14070,Chiropterotriton aureus,Critically Endangered,Unknown
14071,Chiropterotriton chico,Vulnerable,Stable
14072,Chiropterotriton nubilus,Critically Endangered,Unknown
14073,Pseudophilautus conniffae,Endangered,Decreasing
14074,Pseudocheirodon terrabae,Vulnerable,Unknown
14075,Pterobrycon myrnae,Endangered,Decreasing
14076,Roeboides ilseae,Vulnerable,Stable
14077,Amatitlania kanna,Endangered,Decreasing
14078,Amatitlania myrnae,Endangered,Decreasing
14079,Amphilophus amarillo,Vulnerable,Stable
14080,Amphilophus astorquii,Critically Endangered,Decreasing
14081,Amphilophus chancho,Critically Endangered,Decreasing
14082,Amphilophus flaveolus,Critically Endangered,Decreasing
14083,Amphilophus globosus,Critically Endangered,Decreasing
14084,Amphilophus lyonsi,Endangered,Unknown
14085,Amphilophus sagittae,Vulnerable,Stable
14086,Amphilophus supercilius,Critically Endangered,Decreasing
14087,Amphilophus xiloaensis,Vulnerable,Stable
14088,Eviota raja,Endangered,Unknown
14089,Leptobrachella tengchongensis,Endangered,Unknown
14090,Cornufer minutus,Vulnerable,Unknown
14091,Pronothobranchius chirioi,Endangered,Decreasing
14092,Pachytriton wuguanfui,Endangered,Decreasing
14093,Labeo fisheri,Endangered,Decreasing
14094,Lepidocephalichthys jonklaasi,Endangered,Decreasing
14095,Systomus asoka,Critically Endangered,Decreasing
14096,Systomus martenstyni,Endangered,Decreasing
14097,Sicyopus jonklaasi,Endangered,Decreasing
14098,Rasbora armitagei,Critically Endangered,Decreasing
14099,Rasbora naggsi,Endangered,Decreasing
14100,Stiphodon martenstyni,Critically Endangered,Decreasing
14101,Macrognathus pentophthalmos,Critically Endangered,Decreasing
14102,Monopterus desilvai,Critically Endangered,Decreasing
14103,Systomus timbiri,Critically Endangered,Decreasing
14104,Paracanthocobitis urophthalma,Endangered,Decreasing
14105,Tylototriton anhuiensis,Critically Endangered,Unknown
14106,Odorrana kweichowensis,Vulnerable,Decreasing
14107,Afropomus balanoidea,Endangered,Decreasing
14108,Saulea vitrea,Vulnerable,Decreasing
14109,Gabbiella depressa,Critically Endangered,Unknown
14110,Gabbiella neothaumaeformis,Critically Endangered,Unknown
14111,Gabbiella tchadiensis,Endangered,Decreasing
14112,Sierraia expansilabrum,Endangered,Unknown
14113,Sierraia outambensis,Critically Endangered,Decreasing
14114,Soapitia dageti,Critically Endangered,Unknown
14115,Aspatharia droueti,Vulnerable,Decreasing
14116,Mutela franci,Endangered,Decreasing
14117,Mutela joubini,Endangered,Decreasing
14118,Potadoma angulata,Critically Endangered,Decreasing
14119,Potadoma bicarinata,Critically Endangered,Decreasing
14120,Potadoma buttikoferi,Critically Endangered,Unknown
14121,Potadoma kadeii,Critically Endangered,Unknown
14122,Potadoma riperti,Critically Endangered,Decreasing
14123,Potadoma togoensis,Critically Endangered,Decreasing
14124,Potadoma vogeli,Endangered,Decreasing
14125,Pseudocleopatra togoensis,Critically Endangered,Unknown
14126,Pseudocleopatra voltana,Endangered,Unknown
14127,Biomphalaria tchadiensis,Endangered,Decreasing
14128,Bulinus obtusus,Endangered,Unknown
14129,Melanoides voltae,Critically Endangered,Decreasing
14130,Coelatura lobensis,Critically Endangered,Unknown
14131,Bellamya liberiana,Critically Endangered,Unknown
14132,Phyllurus pinnaclensis,Critically Endangered,Decreasing
14133,Eleutherodactylus erendirae,Endangered,Unknown
14134,Eleutherodactylus floresvillelai,Vulnerable,Unknown
14135,Eleutherodactylus jaliscoensis,Endangered,Decreasing
14136,Eleutherodactylus manantlanensis,Critically Endangered,Unknown
14137,Eleutherodactylus nietoi,Endangered,Unknown
14138,Sarcohyla labeculata,Endangered,Unknown
14139,Pristimantis tamsitti,Vulnerable,Decreasing
14140,Python bivittatus,Vulnerable,Decreasing
14141,Cophixalus timidus,Critically Endangered,Unknown
14142,Nasutixalus yingjiangensis,Endangered,Unknown
14143,Papilio natewa,Vulnerable,Unknown
14144,Chiloglanis camarabounyi,Vulnerable,Unknown
14145,Chiloglanis kolente,Endangered,Decreasing
14146,Chiloglanis kabaensis,Endangered,Unknown
14147,Chiloglanis dialloi,Endangered,Unknown
14148,Chiloglanis loffabrevum,Endangered,Unknown
14149,Chiloglanis longibarbis,Endangered,Unknown
14150,Chiloglanis pezoldi,Endangered,Unknown
14151,Chiloglanis nzerekore,Endangered,Unknown
14152,Chiloglanis tweddlei,Endangered,Unknown
14153,Amphilius sp. nov. 'Konkouré River',Vulnerable,Unknown
14154,Amphilius sp. nov. 'Kokoulo River',Endangered,Unknown
14155,Amphilius sp. nov. 'Senegal River drainage',Vulnerable,Unknown
14156,Amphilius sp. nov. 'Little Scarcies drainage',Endangered,Unknown
14157,Amphilius sp. nov. 'Niger River drainage',Endangered,Unknown
14158,Amphilius sp. nov. 'Moa River drainage',Endangered,Unknown
14159,Amphilius sp. nov. 'Loffa River drainage',Endangered,Unknown
14160,Amphilius sp. nov. 'St. Paul River drainage',Endangered,Unknown
14161,Amphilius sp. nov. 'St. John River drainage',Endangered,Unknown
14162,Enteromius foutensis,Endangered,Unknown
14163,Enteromius sp. nov. '1 - Upper Konkoure River basin',Endangered,Unknown
14164,Enteromius sp. nov. '2 - Upper Senegal and Gambie River basins',Vulnerable,Unknown
14165,Cornufer cheesmanae,Vulnerable,Decreasing
14166,Rhynchobatus cooki,Critically Endangered,Decreasing
14167,Platanista gangetica,Endangered,Unknown
14168,Cornufer nexipus,Vulnerable,Decreasing
14169,Atlantoraja castelnaui,Critically Endangered,Decreasing
14170,Batagur affinis,Critically Endangered,Decreasing
14171,Batagur dhongoka,Critically Endangered,Decreasing
14172,Batagur kachuga,Critically Endangered,Decreasing
14173,Batagur trivittata,Critically Endangered,Decreasing
14174,Chitra chitra,Critically Endangered,Decreasing
14175,Geoclemys hamiltonii,Endangered,Decreasing
14176,Indotestudo elongata,Critically Endangered,Decreasing
14177,Manouria emys,Critically Endangered,Decreasing
14178,Phelsuma guentheri,Vulnerable,Increasing
14179,Casarea dussumieri,Vulnerable,Increasing
14180,Leiolopisma telfairii,Vulnerable,Increasing
14181,Brachylophus gau,Endangered,Decreasing
14182,Chortiheros wesseli,Vulnerable,Unknown
14183,Cribroheros diquis,Vulnerable,Unknown
14184,Darienheros calobrensis,Vulnerable,Unknown
14185,Isthmoheros tuyrensis,Vulnerable,Unknown
14186,Diasporus majeensis,Critically Endangered,Unknown
14187,Diasporus pequeno,Critically Endangered,Decreasing
14188,Diasporus sapo,Critically Endangered,Unknown
14189,Parmaturus angelae,Vulnerable,Decreasing
14190,Centrocercus minimus,Endangered,Decreasing
14191,Phylloscopus hainanus,Vulnerable,Decreasing
14192,Poodytes albolimbatus,Vulnerable,Decreasing
14193,Sclerurus cearensis,Vulnerable,Decreasing
14194,Choerophryne gudrunae,Endangered,Decreasing
14195,Cophixalus sphagnicola,Endangered,Decreasing
14196,Sphenophryne rhododactyla,Vulnerable,Decreasing
14197,Oreophryne insulana,Vulnerable,Stable
14198,Choerophryne sanguinopicta,Critically Endangered,Decreasing
14199,Oreophryne brevirostris,Vulnerable,Unknown
14200,Cophixalus misimae,Critically Endangered,Decreasing
14201,Zosterops modestus,Vulnerable,Stable
14202,Aquila adalberti,Vulnerable,Increasing
14203,Pyrrhula waterstradti,Vulnerable,Decreasing
14204,Thripophaga cherriei,Vulnerable,Decreasing
14205,Ploceus burnieri,Vulnerable,Decreasing
14206,Megalurulus grosvenori,Vulnerable,Decreasing
14207,Pterodroma longirostris,Vulnerable,Decreasing
14208,Pterodroma solandri,Vulnerable,Increasing
14209,Pterodroma incerta,Endangered,Decreasing
14210,Puffinus huttoni,Endangered,Stable
14211,Puffinus newelli,Critically Endangered,Decreasing
14212,Papasula abbotti,Endangered,Stable
14213,Diceros bicornis,Critically Endangered,Increasing
14214,Anguilla anguilla,Critically Endangered,Decreasing
14215,Xanthopsar flavus,Endangered,Decreasing
14216,Setophaga flavescens,Endangered,Decreasing
14217,Psarocolius cassini,Vulnerable,Decreasing
14218,Eleothreptus candicans,Vulnerable,Decreasing
14219,Craugastor blairi,Endangered,Decreasing
14220,Craugastor sagui,Endangered,Decreasing
14221,Alexandrinus eques,Vulnerable,Increasing
14222,Microkayla huayna,Vulnerable,Stable
14223,Microkayla teqta,Critically Endangered,Unknown
14224,Allobates mcdiarmidi,Critically Endangered,Decreasing
14225,Ameerega boehmei,Endangered,Decreasing
14226,Laterallus jamaicensis,Endangered,Decreasing
14227,Cryptotriton xucaneborum,Critically Endangered,Decreasing
14228,Cercocebus torquatus,Endangered,Decreasing
14229,Cranioleuca henricae,Vulnerable,Decreasing
14230,Anolis nasofrontalis,Endangered,Unknown
14231,Tangara cabanisi,Vulnerable,Decreasing
14232,Rhinella justinianoi,Vulnerable,Decreasing
14233,Rhinella quechua,Vulnerable,Decreasing
14234,Nymphargus bejaranoi,Endangered,Decreasing
14235,Hyloscirtus charazani,Critically Endangered,Decreasing
14236,Hyloscirtus chlorosteus,Critically Endangered,Decreasing
14237,Yunganastes ashkapara,Endangered,Decreasing
14238,Yunganastes bisignatus,Endangered,Decreasing
14239,Yunganastes fraudator,Vulnerable,Decreasing
14240,Yunganastes pluvicanorus,Vulnerable,Decreasing
14241,Oreobates zongoensis,Critically Endangered,Decreasing
14242,Microkayla adenopleura,Endangered,Decreasing
14243,Microkayla iatamasi,Vulnerable,Stable
14244,Microkayla kempffi,Endangered,Unknown
14245,Microkayla pinguis,Critically Endangered,Decreasing
14246,Telmatobius bolivianus,Critically Endangered,Decreasing
14247,Telmatobius edaphonastes,Critically Endangered,Decreasing
14248,Telmatobius gigas,Endangered,Decreasing
14249,Telmatobius huayra,Vulnerable,Decreasing
14250,Telmatobius marmoratus,Endangered,Decreasing
14251,Telmatobius sibiricus,Critically Endangered,Decreasing
14252,Telmatobius simonsi,Critically Endangered,Decreasing
14253,Telmatobius verrucosus,Critically Endangered,Decreasing
14254,Telmatobius yuracare,Critically Endangered,Decreasing
14255,Nannophryne apolobambica,Critically Endangered,Decreasing
14256,Oreobates choristolemma,Vulnerable,Decreasing
14257,Microkayla katantika,Vulnerable,Stable
14258,Microkayla condoriri,Vulnerable,Stable
14259,Microkayla guillei,Critically Endangered,Unknown
14260,Telmatobius hintoni,Vulnerable,Stable
14261,Microkayla illampu,Vulnerable,Stable
14262,Microkayla ankohuma,Critically Endangered,Unknown
14263,Microkayla harveyi,Critically Endangered,Unknown
14264,Microkayla illimani,Endangered,Decreasing
14265,Microkayla quimsacruzis,Endangered,Decreasing
14266,Telmatobius espadai,Critically Endangered,Decreasing
14267,Microkayla kallawaya,Critically Endangered,Decreasing
14268,Microkayla saltator,Critically Endangered,Decreasing
14269,Microkayla chacaltaya,Endangered,Decreasing
14270,Pachyramphus spodiurus,Vulnerable,Decreasing
14271,Bolitoglossa tenebrosa,Endangered,Decreasing
14272,Streptopelia turtur,Vulnerable,Decreasing
14273,Anodorhynchus glaucus,Critically Endangered,Unknown
14274,Aythya baeri,Critically Endangered,Decreasing
14275,Acrocephalus longirostris,Critically Endangered,Unknown
14276,Gorsachius goisagi,Vulnerable,Decreasing
14277,Amazona imperialis,Critically Endangered,Decreasing
14278,Anguilla dieffenbachii,Endangered,Unknown
14279,Anthocephala floriceps,Vulnerable,Decreasing
14280,Neophron percnopterus,Endangered,Decreasing
14281,Atlapetes blancae,Critically Endangered,Unknown
14282,Zaumia kusceri,Critically Endangered,Unknown
14283,Anagastina scutarica,Endangered,Unknown
14284,Opsaridium microlepis,Vulnerable,Decreasing
14285,Bagrus meridionalis,Critically Endangered,Decreasing
14286,Nimbochromis fuscotaeniatus,Vulnerable,Decreasing
14287,Champsochromis spilorhynchus,Endangered,Decreasing
14288,Aulonocara guentheri,Endangered,Decreasing
14289,Rhamphochromis esox,Vulnerable,Decreasing
14290,Rhamphochromis longiceps,Vulnerable,Decreasing
14291,Lepidochelys kempii,Critically Endangered,Unknown
14292,Eclectus riedeli,Vulnerable,Decreasing
14293,Eclectus cornelia,Endangered,Decreasing
14294,Emydoidea blandingii,Endangered,Decreasing
14295,Zosterops melanurus,Vulnerable,Decreasing
14296,Tarphius oulmesensis,Vulnerable,Unknown
14297,Pelecanoides whenuahouensis,Critically Endangered,Increasing
14298,Myadestes lanaiensis,Critically Endangered,Unknown
14299,Megascops gilesi,Vulnerable,Decreasing
14300,Numenius borealis,Critically Endangered,Unknown
14301,Calliope obscura,Vulnerable,Decreasing
14302,Columba argentina,Critically Endangered,Decreasing
14303,Spizocorys fringillaris,Endangered,Decreasing
14304,Acrocephalus taiti,Vulnerable,Stable
14305,Anthropoides paradiseus,Vulnerable,Stable
14306,Apteryx australis,Vulnerable,Decreasing
14307,Aulacorhynchus huallagae,Endangered,Decreasing
14308,Chlamydotis macqueenii,Vulnerable,Decreasing
14309,Falco concolor,Vulnerable,Decreasing
14310,Hemimacronyx chloris,Vulnerable,Decreasing
14311,Odontophorus strophium,Vulnerable,Decreasing
14312,Pezoporus occidentalis,Endangered,Decreasing
14313,Pomarea whitneyi,Critically Endangered,Decreasing
14314,Psittacus timneh,Endangered,Decreasing
14315,Aquila heliaca,Vulnerable,Decreasing
14316,Scytalopus rodriguezi,Endangered,Decreasing
14317,Spelaeornis longicaudatus,Vulnerable,Decreasing
14318,Sporophila maximiliani,Endangered,Decreasing
14319,Aythya ferina,Vulnerable,Decreasing
14320,Stachyris nonggangensis,Vulnerable,Decreasing
14321,Calidris tenuirostris,Endangered,Decreasing
14322,Turnix hottentottus,Endangered,Decreasing
14323,Xenopirostris damii,Endangered,Decreasing
14324,Phalacrocorax nigrogularis,Vulnerable,Decreasing
14325,Torgos tracheliotos,Endangered,Decreasing
14326,Vanellus gregarius,Critically Endangered,Decreasing
14327,Hirundo atrocaerulea,Vulnerable,Decreasing
14328,Rissa tridactyla,Vulnerable,Decreasing
14329,Serinus syriacus,Vulnerable,Decreasing
14330,Sporophila cinnamomea,Vulnerable,Decreasing
14331,Sporophila palustris,Endangered,Decreasing
14332,Sternula lorata,Endangered,Decreasing
14333,Turdus feae,Vulnerable,Decreasing
14334,Pyrrhura chapmani,Vulnerable,Decreasing
14335,Leiocassis rudicula,Endangered,Decreasing
14336,Cotinga maculata,Critically Endangered,Decreasing
14337,Glaucidium mooreorum,Critically Endangered,Decreasing
14338,Myioborus pariae,Endangered,Decreasing
14339,Megapodius pritchardii,Vulnerable,Increasing
14340,Macgregoria pulchra,Vulnerable,Decreasing
14341,Loriculus flosculus,Vulnerable,Decreasing
14342,Callaeas cinereus,Critically Endangered,Decreasing
14343,Spelaeornis chocolatinus,Vulnerable,Decreasing
14344,Megapodius tenimberensis,Vulnerable,Decreasing
14345,Nothobranchius angelae,Vulnerable,Unknown
14346,Nothobranchius rungwaensis,Vulnerable,Unknown
14347,Nothobranchius skeltoni,Vulnerable,Unknown
14348,Vanellus macropterus,Critically Endangered,Decreasing
14349,Psittiparus margaritae,Vulnerable,Decreasing
14350,Hypotaenidia owstoni,Critically Endangered,Increasing
14351,Charmosyna diadema,Critically Endangered,Unknown
14352,Adenomus kelaartii,Vulnerable,Decreasing
14353,Duttaphrynus kotagamai,Endangered,Decreasing
14354,Duttaphrynus noellerti,Critically Endangered,Decreasing
14355,Microhyla karunaratnei,Endangered,Decreasing
14356,Microhyla zeylanica,Endangered,Decreasing
14357,Uperodon nagaoi,Endangered,Decreasing
14358,Uperodon palmatus,Endangered,Decreasing
14359,Minervarya greenii,Endangered,Decreasing
14360,Nannophrys ceylonensis,Vulnerable,Decreasing
14361,Nannophrys marmorata,Endangered,Decreasing
14362,Pseudophilautus alto,Endangered,Decreasing
14363,Pseudophilautus auratus,Endangered,Decreasing
14364,Pseudophilautus caeruleus,Endangered,Decreasing
14365,Pseudophilautus cavirostris,Vulnerable,Decreasing
14366,Pseudophilautus cuspis,Endangered,Decreasing
14367,Pseudophilautus folicola,Vulnerable,Decreasing
14368,Pseudophilautus fulvus,Endangered,Decreasing
14369,Pseudophilautus hypomelas,Endangered,Decreasing
