"Scientific Name","Common Name","Species Group","Federal Listing Status","Where Listed"
"Prionailurus (=Felis) bengalensis iriomotensis","Iriomote cat","Mammals","Endangered","Wherever found"
"Prionailurus (=Felis) planiceps","Flat-headed cat","Mammals","Endangered","Wherever found"
"Prionodon pardicolor","Spotted linsang","Mammals","Endangered","Wherever found"
"Pristis clavata","Dwarf sawfish","Fishes","Endangered","Wherever found"
"Pristis pectinata","Smalltooth sawfish","Fishes","Endangered","Non-US DPS - Smalltooth sawfish originating from non-US waters"
"Pristis pectinata","Smalltooth sawfish","Fishes","Endangered","US DPS - Smalltooth sawfish originating from U.S. waters."
"Pristis pristis","Largetooth Sawfish","Fishes","Endangered","Wherever found"
"Pristis zijsron","Green sawfish","Fishes","Endangered","Wherever found"
"Probarbus jullieni","Ikan temoleh (minnow)","Fishes","Endangered","Wherever found"
"Procaris hawaiana","Anchialine pool Shrimp","Crustaceans","Endangered","Wherever found"
"Procolobus (=Colobus) pennantii (=kirki) kirki","Zanzibar red colobus monkey","Mammals","Endangered","Wherever found"
"Procolobus (=Colobus) preussi (=badius p.)","Preuss' red colobus monkey","Mammals","Endangered","Wherever found"
"Procolobus (=Colobus) rufomitratus (=badius r.)","Tana River red colobus monkey","Mammals","Endangered","Wherever found"
"Propithecus spp.","Sifakas","Mammals","Endangered","Wherever found"
"Psammobates geometricus","Geometric turtle","Reptiles","Endangered","Wherever found"
"Psephotus chrysopterygius","Golden-shouldered parakeet","Birds","Endangered","Wherever found"
"Psephotus pulcherrimus","Paradise parakeet","Birds","Endangered","Wherever found"
"Pseudemydura umbrina","Short-necked or western swamp turtle","Reptiles","Endangered","Wherever found"
"Pseudemys alabamensis","Alabama red-bellied turtle","Reptiles","Endangered","Wherever found"
"Pseudemys rubriventris bangsi","Plymouth Redbelly Turtle","Reptiles","Endangered","Wherever found"
"Pseudibis gigantea","Giant ibis","Birds","Endangered","Wherever found"
"Pseudobulweria macgillivrayi","Fiji petrel","Birds","Endangered","Wherever found"
"Pseudocopaeodes eunus obscurus","Carson wandering skipper","Insects","Endangered","Wherever found"
"Pseudomys fieldi","Field's mouse","Mammals","Endangered","Wherever found"
"Pseudomys fumeus","Smoky mouse","Mammals","Endangered","Wherever found"
"Pseudomys gouldii","Gould's mouse","Mammals","Endangered","Wherever found"
"Pseudomys novaehollandiae","New Holland mouse","Mammals","Endangered","Wherever found"
"Pseudomys occidentalis","Western mouse","Mammals","Endangered","Wherever found"
"Pseudomys praeconis","Shark Bay mouse","Mammals","Endangered","Wherever found"
"Pseudomys shortridgei","Shortridge's mouse","Mammals","Endangered","Wherever found"
"Pseudonestor xanthophrys","Maui parrotbill (Kiwikiu)","Birds","Endangered","Wherever found"
"Pseudorca crassidens","false killer whale","Mammals","Endangered","Main Hawaiian Islands Insular DPS See 50 CFR 224.101"
"Pseudotryonia adamantina","Diamond Tryonia","Snails","Endangered","Wherever found"
"Psittacula echo","Mauritius parakeet","Birds","Endangered","Wherever found"
"Psittirostra psittacea","`O`u (honeycreeper)","Birds","Endangered","Wherever found"
"Psophodes nigrogularis","Western whipbird","Birds","Endangered","Wherever found"
"Pterodroma aterrima","Mascarene black petrel","Birds","Endangered","Wherever found"
"Pterodroma axillaris","Chatham Island petrel","Birds","Endangered","Wherever found"
"Pterodroma cahow","Bermuda petrel","Birds","Endangered","Wherever found"
"Pterodroma madeira","Freira","Birds","Endangered","Wherever found"
"Pterodroma magentae","Magenta petrel","Birds","Endangered","Wherever found"
"Pterodroma phaeopygia","Galapagos petrel","Birds","Threatened","Wherever found"
"Pterodroma sandwichensis","Hawaiian petrel","Birds","Endangered","Wherever found"
"Pteronura brasiliensis","Giant otter","Mammals","Endangered","South America"
"Pteropus mariannus mariannus","Mariana fruit Bat (=Mariana flying fox)","Mammals","Threatened","Wherever found"
"Pteropus rodricensis","Rodrigues fruit bat (=flying fox)","Mammals","Endangered","Wherever found"
"Pteropus tokudae","Little Mariana fruit Bat","Mammals","Endangered","Wherever found"
"Ptychobranchus greenii","Triangular Kidneyshell","Clams","Endangered","Wherever found"
"Ptychobranchus jonesi","Southern kidneyshell","Clams","Endangered","Wherever found"
"Ptychobranchus subtentus","Fluted kidneyshell","Clams","Endangered","Wherever found"
"Ptychocheilus lucius","Colorado pikeminnow (=squawfish)","Fishes","Endangered","Wherever found, except where listed as an experimental population"
"Ptychocheilus lucius","Colorado pikeminnow (=squawfish)","Fishes","Experimental Population, Non-Essential","Salt and Verde R. drainages, AZ"
"Pudu pudu","Pudu","Mammals","Endangered","Wherever found"
"Puffinus auricularis newelli","Newell's Townsend's shearwater","Birds","Threatened","Wherever found"
"Puffinus heinrothi","Heinroth's shearwater","Birds","Threatened","Wherever found"
"Puma (=Felis) concolor (all subsp. except coryi)","Puma (=mountain lion)","Mammals","Similarity of Appearance to a Threatened Taxon","U.S.A. (FL)"
"Puma (=Felis) concolor coryi","Florida panther","Mammals","Endangered","Wherever found"
"Puma (=Felis) concolor costaricensis","Costa Rican puma","Mammals","Endangered","Wherever found"
"Pygathrix nemaeus","Douc langur","Mammals","Endangered","Wherever found"
"Pyrgulopsis (=Marstonia) pachyta","Armored snail","Snails","Endangered","Wherever found"
"Pyrgulopsis bernardina","San Bernardino springsnail","Snails","Threatened","Wherever found"
"Pyrgulopsis bruneauensis","Bruneau Hot springsnail","Snails","Endangered","Wherever found"
"Pyrgulopsis chupaderae","Chupadera springsnail","Snails","Endangered","Wherever found"
"Pyrgulopsis neomexicana","Socorro springsnail","Snails","Endangered","Wherever found"
"Pyrgulopsis ogmorhaphe","Royal marstonia (snail)","Snails","Endangered","Wherever found"
"Pyrgulopsis roswellensis","Roswell springsnail","Snails","Endangered","Wherever found"
"Pyrgulopsis texana","Phantom Springsnail","Snails","Endangered","Wherever found"
"Pyrgulopsis trivialis","Three Forks Springsnail","Snails","Endangered","Wherever found"
"Pyrgus ruralis lagunae","Laguna Mountains skipper","Insects","Endangered","Wherever found"
"Pyriglena atra","Fringe-backed fire-eye","Birds","Endangered","Wherever found"
"Pyrrhula pyrrhula murina","Sao Miguel bullfinch (finch)","Birds","Endangered","Wherever found"
"Pyrrhura cruentata","Blue-throated (=ochre-marked) parakeet","Birds","Endangered","Wherever found"
"Python molurus molurus","Indian python","Reptiles","Endangered","Wherever found"
"Quadrula cylindrica cylindrica","Rabbitsfoot","Clams","Threatened","Wherever found"
"Quadrula cylindrica strigillata","Rough rabbitsfoot","Clams","Endangered","Wherever found"
"Quadrula fragosa","Winged Mapleleaf","Clams","Endangered","Wherever found, except where listed as an experimental population"
"Quadrula fragosa","Winged Mapleleaf","Clams","Experimental Population, Non-Essential","U.S.A. (AL-specified portions of the Tennessee River; see 17.85(a)(1))"
"Quadrula intermedia","Cumberland monkeyface (pearlymussel)","Clams","Endangered","Wherever found; Except where listed as Experimental Populations"
"Quadrula intermedia","Cumberland monkeyface (pearlymussel)","Clams","Experimental Population, Non-Essential","U.S.A. (AL;The free-flowing reach of the Tennessee R. from the base of Wilson Dam downstream to the backwaters of Pickwick Reservoir [about 12 RM (19 km)] and the lower 5 RM [8 km] of all tributaries to this reach in Colbert and Lauderdale Cos., see 17.85(a))"
"Quadrula intermedia","Cumberland monkeyface (pearlymussel)","Clams","Experimental Population, Non-Essential","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))"
"Quadrula sparsa","Appalachian monkeyface (pearlymussel)","Clams","Endangered","Wherever found"
"Quadrula sparsa","Appalachian monkeyface (pearlymussel)","Clams","Experimental Population, Non-Essential","USA (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))"
"Quadrula stapes","Stirrupshell","Clams","Endangered","Wherever found"
"Quisicalus palustris","Slender-billed Grackle","Birds","Endangered","Wherever found"
"Rallus longirostris levipes","Light-footed clapper rail","Birds","Endangered","Wherever found"
"Rallus longirostris obsoletus","California clapper rail","Birds","Endangered","Wherever found"
"Rallus obsoletus [=longirostris] yumanensis","Yuma Ridgways (clapper) rail","Birds","Endangered","Wherever found"
"Rallus owstoni","Guam rail","Birds","Endangered","Wherever found, except where listed as an experimental population"
"Rallus owstoni","Guam rail","Birds","Experimental Population, Non-Essential","Rota"
"Rallus pectoralis muelleri","Aukland Island rail","Birds","Endangered","Wherever found"
"Ramphocinclus brachyurus","White-breasted thrasher","Birds","Endangered","Wherever found"
"Ramphodon (=Glaucis) dohrnii","Hook-billed hermit (hummingbird)","Birds","Endangered","Wherever found"
"Rana chiricahuensis","Chiricahua leopard frog","Amphibians","Threatened","Wherever found"
"Rana draytonii","California red-legged frog","Amphibians","Threatened","Wherever found"
"Rana muscosa","Mountain yellow-legged frog","Amphibians","Endangered","U.S.A., northern California"
"Rana muscosa","Mountain yellow-legged frog","Amphibians","Endangered","U.S.A., southern California"
"Rana pretiosa","Oregon spotted frog","Amphibians","Threatened","Wherever found"
"Rana sevosa","dusky gopher frog","Amphibians","Endangered","Wherever found"
"Rana sierrae","Sierra Nevada Yellow-legged Frog","Amphibians","Endangered","Wherever found"
"Rangifer tarandus ssp. caribou","Southern Mountain Caribou DPS","Mammals","Endangered","U.S.A. (wherever found), Canada (southeastern British Columbia)"
"Reithrodontomys raviventris","Salt marsh harvest mouse","Mammals","Endangered","wherever found"
"Rhadine exilis","[no common name] Beetle","Insects","Endangered","Wherever found"
"Rhadine infernalis","[no common name] Beetle","Insects","Endangered","Wherever found"
"Rhadine persephone","Tooth Cave ground beetle","Insects","Endangered","Wherever found"
"Rhaphiomidas terminatus abdominalis","Delhi Sands flower-loving fly","Insects","Endangered","Wherever found"
"Rhea (=Pterocnemia) pennata","Lesser rhea (incl. Darwin's)","Birds","Endangered","Wherever found"
"Rhinichthys osculus lethoporus","Independence Valley speckled dace","Fishes","Endangered","Wherever found"
"Rhinichthys osculus nevadensis","Ash Meadows speckled dace","Fishes","Endangered","Wherever found"
"Rhinichthys osculus oligoporus","Clover Valley speckled dace","Fishes","Endangered","Wherever found"
"Rhinichthys osculus thermalis","Kendall Warm Springs dace","Fishes","Endangered","Wherever found"
"Rhinoceros sondaicus","Javan rhinoceros","Mammals","Endangered","Sikkim, Thailand, Malaysia, Indonesia, Indochina, Burma, Bangladesh"
"Rhinoceros unicornis","Great Indian rhinoceros","Mammals","Endangered","Nepal, India"
"Rhinopithecus avunculus","Tonkin snub-nosed monkey","Mammals","Endangered","Wherever found"
"Rhinopithecus bieti","Yunnan snub-nosed monkey","Mammals","Endangered","Wherever found"
"Rhinopithecus brelichi","Guizhou snub-nosed monkey","Mammals","Endangered","Wherever found"
"Rhinopithecus roxellana","Sichuan snub-nosed monkey","Mammals","Endangered","Wherever found"
"Rhinoptilus bitorquatus","Jerdon's courser","Birds","Endangered","Wherever found"
"Rhodonessa caryophyllacea","Pink-headed duck","Birds","Endangered","Wherever found"
"Rhynchopsitta pachyrhyncha","Thick-billed parrot","Birds","Endangered","Wherever found"
"Rhynochetos jubatus","Kagu","Birds","Endangered","Wherever found"
"Romerolagus diazi","Volcano rabbit","Mammals","Endangered","Mexico"
"Rostrhamus sociabilis plumbeus","Everglade snail kite","Birds","Endangered","Wherever found"
"Rukia longirostra","Ponape greater white-eye","Birds","Endangered","Wherever found"
"Rupicapra rupicapra ornata","Apennine chamois","Mammals","Endangered","Wherever found"
"Saguinus bicolor","Pied tamarin","Mammals","Endangered","Wherever found"
"Saguinus leucopus","White-footed tamarin","Mammals","Threatened","Wherever found"
"Saguinus oedipus","Cotton-top tamarin","Mammals","Endangered","Wherever found"
"Saiga tatarica mongolica","Mongolian saiga (antelope)","Mammals","Endangered","Mongolia"
"Saimiri oerstedii","Red-backed squirrel monkey","Mammals","Endangered","Wherever found"
"Salmo platycephalus","Ala balik (trout)","Fishes","Endangered","Wherever found"
"Salmo salar","Atlantic salmon","Fishes","Endangered","Gulf of Maine DPS - See 50 CFR 224.101"
"Salvelinus confluentus","Bull Trout","Fishes","Experimental Population, Non-Essential","Clackamas River subbasin and the mainstem Willamette River, from Willamette Falls to its points of confluence with the Columbia River, including Multnomah Channel"
"Salvelinus confluentus","Bull Trout","Fishes","Threatened","U.S.A., conterminous, (lower 48 states)"
"Samoana fragilis","Fragile tree snail","Snails","Endangered","Wherever found"
"Sauromalus varius","San Esteban Island chuckwalla","Reptiles","Endangered","Wherever found"
"Scaphirhynchus albus","Pallid sturgeon","Fishes","Endangered","Wherever found"
"Scaphirhynchus platorynchus","Shovelnose Sturgeon","Fishes","Similarity of Appearance to a Threatened Taxon","Wherever found"
"Scaphirhynchus suttkusi","Alabama sturgeon","Fishes","Endangered","Wherever found"
"Scleropages formosus","Asian bonytongue","Fishes","Endangered","Wherever found"
"Sebastes paucispinis","Bocaccio","Fishes","Endangered","Puget Sound-Georgia Basin DPS See 50 CFR 224.101"
"Sebastes pinniger","canary rockfish","Fishes","Threatened","Puget Sound - Georgia Basin DPS See 50 CFR 223.102"
"Sebastes ruberrimus","yelloweye rockfish","Fishes","Threatened","Puget Sound - Georgia Basin DPS See 50 CFR 223.102"
"Semnopithecus (=Presbytis) entellus","Gray (=entellus) langur","Mammals","Endangered","Wherever found"
"Seriatopora aculeata","No common name","Corals","Threatened","Wherever found"
"Setonix brachyurus","Quokka","Mammals","Endangered","Wherever found"
"Setophaga angelae","Elfin-woods warbler","Birds","Threatened","Wherever found"
"Sistrurus catenatus","Eastern Massasauga (=rattlesnake)","Reptiles","Threatened","Wherever found"
"Sitta ledanti","Algerian nuthatch","Birds","Endangered","Wherever found"
"Sminthopsis longicaudata","Long-tailed marsupial-mouse","Mammals","Endangered","Wherever found"
"Sminthopsis psammophila","Large desert marsupial-mouse","Mammals","Endangered","Wherever found"
"Solenodon cubanus","Cuban solenodon","Mammals","Endangered","Wherever found"
"Solenodon paradoxus","Haitian solenodon","Mammals","Endangered","Wherever found"
"Somateria fischeri","Spectacled eider","Birds","Threatened","Wherever found"
"Somatochlora hineana","Hine's emerald dragonfly","Insects","Endangered","Wherever found"
"Sorex ornatus relictus","Buena Vista Lake ornate Shrew","Mammals","Endangered","Wherever found"
"Spelaeorchestia koloana","Kauai cave amphipod","Crustaceans","Endangered","Wherever found"
"Speoplatyrhinus poulsoni","Alabama cavefish","Fishes","Endangered","Wherever found"
"Speyeria callippe callippe","Callippe silverspot butterfly","Insects","Endangered","Wherever found"
"Speyeria zerene behrensii","Behren's silverspot butterfly","Insects","Endangered","Wherever found"
"Speyeria zerene hippolyta","Oregon silverspot butterfly","Insects","Experimental Population, Non-Essential","Entire"
"Speyeria zerene hippolyta","Oregon silverspot butterfly","Insects","Threatened","Wherever found"
"Speyeria zerene myrtleae","Myrtle's silverspot butterfly","Insects","Endangered","Wherever found"
"Spheniscus demersus","African penguin","Birds","Endangered","Wherever found"
"Spheniscus humboldti","Humboldt penguin","Birds","Threatened","Wherever found"
"Spheniscus mendiculus","Galapagos penguin","Birds","Endangered","Wherever found"
"Sphenodon guntheri","Brother's Island tuatara","Reptiles","Endangered","Wherever found"
"Sphenodon punctatus","Tuatara","Reptiles","Endangered","Wherever found"
"Sphyrna lewini","Scalloped Hammerhead Shark","Fishes","Endangered","Eastern Atlantic DPS"
"Sphyrna lewini","Scalloped Hammerhead Shark","Fishes","Endangered","Eastern Pacific DPS"
"Sphyrna lewini","Scalloped Hammerhead Shark","Fishes","Threatened","Central and Southwest Atlantic DPS"
"Sphyrna lewini","Scalloped Hammerhead Shark","Fishes","Threatened","Indo-West Pacific DPS"
"Squatina squatina","Angel shark","Fishes","Endangered","Entire"
"Sterna antillarum browni","California least tern","Birds","Endangered","Wherever found"
"Sterna dougallii dougallii","Roseate tern","Birds","Endangered","U.S.A. (Atlantic Coast south to NC), Canada (Newf., N.S, Que.), Bermuda"
"Sterna dougallii dougallii","Roseate tern","Birds","Threatened","Western Hemisphere and adjacent oceans, incl. U.S.A. (FL, PR, VI), where not listed as endangered"
"Sternotherus depressus","Flattened musk turtle","Reptiles","Threatened","Black Warrior R. system upstream from Bankhead Dam"
"Streptocephalus woottoni","Riverside fairy shrimp","Crustaceans","Endangered","Wherever found"
"Streptopelia picturata rostrata","Seychelles turtle dove","Birds","Endangered","Wherever found"
"Strigops habroptilus","Kakapo","Birds","Endangered","Wherever found"
"Strix occidentalis caurina","Northern spotted owl","Birds","Threatened","Wherever found"
"Strix occidentalis lucida","Mexican spotted owl","Birds","Threatened","Wherever found"
"Struthio camelus spatzi","West African ostrich","Birds","Endangered","Wherever found"
"Struthio camelus syriacus","Arabian ostrich","Birds","Endangered","Wherever found"
"Strymon acis bartrami","Bartram's hairstreak Butterfly","Insects","Endangered","Wherever found"
"Stygobromus (=Stygonectes) pecki","Peck's cave amphipod","Crustaceans","Endangered","Wherever found"
"Stygobromus hayi","Hay's Spring amphipod","Crustaceans","Endangered","Wherever found"
"Stygoparnus comalensis","Comal Springs dryopid beetle","Insects","Endangered","Wherever found"
"Succinea chittenangoensis","Chittenango ovate amber snail","Snails","Threatened","Wherever found"
"Sus salvanius","Pygmy hog","Mammals","Endangered","Wherever found"
"Sylvilagus bachmani riparius","Riparian brush rabbit","Mammals","Endangered","Wherever found"
"Sylvilagus palustris hefneri","Lower Keys marsh rabbit","Mammals","Endangered","Wherever found"
"Symphalangus syndactylus","Siamang","Mammals","Endangered","Wherever found"
"Syncaris pacifica","California freshwater shrimp","Crustaceans","Endangered","Wherever found"
"Syrmaticus ellioti","Elliot's pheasant","Birds","Endangered","Wherever found"
"Syrmaticus humaie","Bar-tailed pheasant","Birds","Endangered","Wherever found"
"Syrmaticus mikado","Mikado pheasant","Birds","Endangered","Wherever found"
"Tachybaptus rufolavatus","Alaotra Grebe","Birds","Endangered","Wherever found"
"Tamiasciurus hudsonicus grahamensis","Mount Graham red squirrel","Mammals","Endangered","Wherever found"
"Tanakia tanago","Miyako tango (=Toyko bitterling)","Fishes","Endangered","Wherever found"
"Tapirus bairdii","Central American tapir","Mammals","Endangered","Wherever found"
"Tapirus indicus","Asian tapir","Mammals","Endangered","Wherever found"
"Tapirus pinchaque","Mountain tapir","Mammals","Endangered","Wherever found"
"Tapirus terrestris","South American (=Brazilian) tapir","Mammals","Endangered","Wherever found"
"Tarsius syrichta","Philippine tarsier","Mammals","Threatened","Wherever found"
"Tartarocreagris texana","Tooth Cave pseudoscorpion","Arachnids","Endangered","Wherever found"
"Tauraco bannermani","Bannerman's turaco","Birds","Endangered","Wherever found"
"Taurotragus derbianus derbianus","Western giant eland","Mammals","Endangered","Wherever found"
"Taylorconcha serpenticola","Bliss Rapids snail","Snails","Threatened","Wherever found"
"Telespyza cantans","Laysan finch (honeycreeper)","Birds","Endangered","Wherever found"
"Telespyza ultima","Nihoa finch (honeycreeper)","Birds","Endangered","Wherever found"
"Terpsiphone corvina","Seychelles paradise flycatcher","Birds","Endangered","Wherever found"
"Terrapene coahuila","Aquatic box turtle","Reptiles","Endangered","Wherever found"
"Tetrao urogallus cantabricus","Cantabrian capercaillie","Birds","Endangered","Wherever found"
"Texamaurops reddelli","Kretschmarr Cave mold beetle","Insects","Endangered","Wherever found"
"Texella cokendolpheri","Cokendolpher Cave Harvestman","Arachnids","Endangered","Wherever found"
"Texella reddelli","Bee Creek Cave harvestman","Arachnids","Endangered","Wherever found"
"Texella reyesi","Bone Cave harvestman","Arachnids","Endangered","Wherever found"
"Thaleichthys pacificus","Eulachon","Fishes","Threatened","Southern DPS - See 50 CFR 223.102"
"Thamnophis eques megalops","Northern Mexican gartersnake","Reptiles","Threatened","Wherever found"
"Thamnophis gigas","Giant garter snake","Reptiles","Threatened","Wherever found"
"Thamnophis rufipunctatus","Narrow-headed gartersnake","Reptiles","Threatened","Wherever found"
"Thamnophis sirtalis tetrataenia","San Francisco garter snake","Reptiles","Endangered","Wherever found"
"Thermosphaeroma thermophilus","Socorro isopod","Crustaceans","Endangered","Wherever found"
"Theropithecus gelada","Gelada baboon","Mammals","Threatened","Wherever found"
"Thinornis novaeseelandiae","New Zealand shore plover","Birds","Endangered","Wherever found"
"Thomomys mazama glacialis","Roy Prairie pocket gopher","Mammals","Threatened","Wherever found"
"Thomomys mazama pugetensis","Olympia pocket gopher","Mammals","Threatened","Wherever found"
"Thomomys mazama tumuli","Tenino pocket gopher","Mammals","Threatened","Wherever found"
"Thomomys mazama yelmensis","Yelm pocket gopher","Mammals","Threatened","Wherever found"
"Thylacinus cynocephalus","Tasmanian tiger","Mammals","Endangered","Wherever found"
"Tiaroga cobitis","Loach minnow","Fishes","Endangered","Wherever found"
"Tinamus solitarius","Solitary tinamou","Birds","Endangered","Wherever found"
"Tomistoma schlegelii","Tomistoma","Reptiles","Endangered","Wherever found"
"Toxolasma cylindrellus","Pale lilliput (pearlymussel)","Clams","Endangered","Wherever found"
"Trachemys scripta callirostris","South American red-lined turtle","Reptiles","Endangered","Wherever found"
"Trachemys stejnegeri malonei","Inagua Island turtle","Reptiles","Endangered","Wherever found"
"Trachemys terrapen","Cat Island turtle","Reptiles","Endangered","Cat Island in the Bahamas"
"Trachypithecus (=Presbytis) francoisi","Francois' langur","Mammals","Endangered","Wherever found"
"Trachypithecus (=Presbytis) geei","Golden langur","Mammals","Endangered","Wherever found"
"Trachypithecus (=Presbytis) pileatus","Capped Langur","Mammals","Endangered","Wherever found"
"Tragopan blythii","Blyth's tragopan pheasant","Birds","Endangered","Wherever found"
"Tragopan caboti","Cabot's tragopan pheasant","Birds","Endangered","Wherever found"
"Tragopan melanocephalus","Western tragopan pheasant","Birds","Endangered","Wherever found"
"Trichechus inunguis","Amazonian manatee","Mammals","Endangered","Wherever found"
"Trichechus manatus","West Indian Manatee","Mammals","Threatened","Wherever found"
"Trichechus senegalensis","West African manatee","Mammals","Threatened","Wherever found"
"Trichocichla rufa","Long-legged warbler","Birds","Endangered","Wherever found"
"Trimerotropis infantilis","Zayante band-winged grasshopper","Insects","Endangered","Wherever found"
"Tringa guttifer","Nordmann's greenshank","Birds","Endangered","Wherever found"
"Triodopsis platysayoides","Flat-spired three-toothed Snail","Snails","Threatened","Wherever found"
"Trionyx ater","Cuatro Cienegas softshell turtle","Reptiles","Endangered","Wherever found"
"Trionyx gangeticus","Indian softshell turtle","Reptiles","Endangered","Wherever found"
"Trionyx hurum","Peacock softshell turtle","Reptiles","Endangered","Wherever found"
"Trionyx nigricans","Black softshell turtle","Reptiles","Endangered","Wherever found"
"Troglodytes aedon guadeloupensis","Guadeloupe house wren","Birds","Endangered","Wherever found"
"Troglodytes aedon mesoleucus","St. Lucia house wren","Birds","Endangered","Wherever found"
"Troides alexandrae","Queen Alexandra's birdwing butterfly","Insects","Endangered","Wherever found"
"Tryonia alamosae","Alamosa springsnail","Snails","Endangered","Wherever found"
"Tryonia cheatumi","Phantom Tryonia","Snails","Endangered","Wherever found"
"Tryonia circumstriata (=stocktonensis)","Gonzales tryonia","Snails","Endangered","Wherever found"
"Tubastraea floreana","No common name","Corals","Endangered","Entire"
"Tulotoma magnifica","Tulotoma snail","Snails","Threatened","Wherever found"
"Turdus olivaceus helleri","Taita thrush","Birds","Endangered","Wherever found"
"Turnagra capensis","New Zealand thrush (wattlebird)","Birds","Endangered","Wherever found"
"Tympanuchus cupido attwateri","Attwater's greater prairie-chicken","Birds","Endangered","Wherever found"
"Tyto soumagnei","Madagascar red owl","Birds","Endangered","Wherever found"
"Uma inornata","Coachella Valley fringe-toed lizard","Reptiles","Threatened","Wherever found"
"Uncia (=Panthera) uncia","Snow leopard","Mammals","Endangered","Wherever found"
"Uratelornis chimaera","Long-tailed ground roller","Birds","Endangered","Wherever found"
"Urocitellus brunneus","Northern Idaho Ground Squirrel","Mammals","Threatened","Wherever found"
"Urocyon littoralis catalinae","Santa Catalina Island Fox","Mammals","Threatened","Wherever found"
"Ursus arctos arctos","Brown bear","Mammals","Endangered","Italy"
"Ursus arctos horribilis","Grizzly bear","Mammals","Threatened","U.S.A., conterminous (lower 48) States, except where listed as an experimental population"
"Ursus arctos pruinosus","Brown bear","Mammals","Endangered","Wherever found"
"Ursus maritimus","Polar bear","Mammals","Threatened","Wherever found"
"Ursus thibetanus gedrosianus","Baluchistan bear","Mammals","Endangered","Wherever found"
"Vagrans egistina","Mariana wandering butterfly","Insects","Endangered","Wherever found"
"Varanus bengalensis","Indian (=Bengal) monitor","Reptiles","Endangered","Wherever found"
"Varanus flavescens","Yellow monitor","Reptiles","Endangered","Wherever found"
"Varanus griseus","Desert monitor","Reptiles","Endangered","Wherever found"
"Varanus komodoensis","Komodo Island monitor","Reptiles","Endangered","Wherever found"
"Vermivora bachmanii","Bachman's warbler (=wood)","Birds","Endangered","Wherever found"
"Vetericaris chaceorum","Anchialine pool shrimp","Crustaceans","Endangered","Wherever found"
"Vicugna vicugna","Vicuna","Mammals","Endangered","Ecuador (DPS)"
"Vicugna vicugna","Vicuna","Mammals","Threatened","Entire, except Ecuador"
"Villosa choctawensis","Choctaw bean","Clams","Endangered","Wherever found"
"Villosa fabalis","Rayed Bean","Clams","Endangered","Wherever found"
"Villosa perpurpurea","Purple bean","Clams","Endangered","Wherever found"
"Villosa trabalis","Cumberland bean (pearlymussel)","Clams","Endangered","Wherever found; Except where listed as Experimental Populations"
"Villosa trabalis","Cumberland bean (pearlymussel)","Clams","Experimental Population, Non-Essential","U.S.A. (AL;The free-flowing reach of the Tennessee R. from the base of Wilson Dam downstream to the backwaters of Pickwick Reservoir [about 12 RM (19 km)] and the lower 5 RM [8 km] of all tributaries to this reach in Colbert and Lauderdale Cos., see 17.85(a))"
"Villosa trabalis","Cumberland bean (pearlymussel)","Clams","Experimental Population, Non-Essential","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))"
"Vipera latifii","Lar Valley viper","Reptiles","Endangered","Wherever found"
"Vireo bellii pusillus","Least Bell's vireo","Birds","Endangered","Wherever found"
"Viverra civettina (=megaspila c.)","Malabar large-spotted civet","Mammals","Endangered","Wherever found"
"Vulpes macrotis mutica","San Joaquin kit fox","Mammals","Endangered","wherever found"
"Vulpes velox hebes","Northern swift fox","Mammals","Endangered","Canada"
"Vulpes vulpes necator","Sierra Nevada red fox","Mammals","Endangered","Sierra Nevada DPS"
"Vultur gryphus","Andean condor","Birds","Endangered","Wherever found"
"Wyulda squamicaudata","Scaly-tailed possum","Mammals","Endangered","Wherever found"
"Xenicus longipes","New Zealand bushwren","Birds","Endangered","Wherever found"
"Xenopirostris damii","Van Dam's vanga","Birds","Threatened","Wherever found"
"Xenopirostris polleni","Pollen's vanga","Birds","Threatened","Wherever found"
"Xeromys myoides","False water rat","Mammals","Endangered","Wherever found"
"Xipholena atropurpurea","White-winged cotinga","Birds","Endangered","Wherever found"
"Xyrauchen texanus","Razorback sucker","Fishes","Endangered","Wherever found"
"Zapada glacier","Western glacier stonefly","Insects","Threatened","Wherever found"
"Zapus hudsonius luteus","New Mexico meadow jumping mouse","Mammals","Endangered","Wherever found"
"Zapus hudsonius preblei","Preble's meadow jumping mouse","Mammals","Threatened","wherever found"
"Zosterops albogularis","Norfolk Island white-eye","Birds","Endangered","Wherever found"
"Zosterops conspicillatus conspicillatus","Bridled white-eye","Birds","Endangered","Wherever found"
"Zosterops modesta","Seychelles white-eye","Birds","Endangered","Wherever found"
"Zosterops rotensis","Rota bridled White-eye","Birds","Endangered","Wherever found"
"Zyzomys pedunculatus","Australian native mouse","Mammals","Endangered","Wherever found"
